name,text,manaCost,type,rarity,games_in_hand,win_rate,set_code
"Drakuseth, Maw of Flames","Flying
Whenever Drakuseth attacks, it deals 4 damage to any target and 3 damage to each of up to two other targets.",{4}{R}{R}{R},Legendary Creature — Dragon,rare,2088,0.539,FDN
"Etali, Primal Storm","Whenever Etali attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs.",{4}{R}{R},Legendary Creature — Elder Dinosaur,rare,3306,0.556,FDN
Fanatical Firebrand,"Haste (This creature can attack and {T} as soon as it comes under your control.)
{T}, Sacrifice this creature: It deals 1 damage to any target.",{R},Creature — Goblin Pirate,common,11160,0.546,FDN
Firebrand Archer,"Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent.",{1}{R},Creature — Human Archer,common,16600,0.515,FDN
Firespitter Whelp,"Flying
Whenever you cast a noncreature or Dragon spell, this creature deals 1 damage to each opponent.",{2}{R},Creature — Dragon,uncommon,7770,0.543,FDN
Flamewake Phoenix,"Flying, haste
This creature attacks each combat if able.
Ferocious — At the beginning of combat on your turn, if you control a creature with power 4 or greater, you may pay {R}. If you do, return this card from your graveyard to the battlefield.",{1}{R}{R},Creature — Phoenix,rare,1767,0.531,FDN
Frenzied Goblin,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",{R},Creature — Goblin Berserker,uncommon,5025,0.521,FDN
Goblin Surprise,"Choose one —
• Creatures you control get +2/+0 until end of turn.
• Create two 1/1 red Goblin creature tokens.",{2}{R},Instant,common,15865,0.534,FDN
Heartfire Immolator,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{R}, Sacrifice this creature: It deals damage equal to its power to target creature or planeswalker.",{1}{R},Creature — Human Wizard,uncommon,10546,0.591,FDN
Hidetsugu's Second Rite,"If target player has exactly 10 life, Hidetsugu's Second Rite deals 10 damage to that player.",{3}{R},Instant,uncommon,3104,0.582,FDN
Involuntary Employment,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",{3}{R},Sorcery,common,14262,0.572,FDN
"Krenko, Mob Boss","{T}: Create X 1/1 red Goblin creature tokens, where X is the number of Goblins you control.",{2}{R}{R},Legendary Creature — Goblin Warrior,rare,3237,0.57,FDN
Seismic Rupture,Seismic Rupture deals 2 damage to each creature without flying.,{2}{R},Sorcery,uncommon,1292,0.474,FDN
Shivan Dragon,"Flying
{R}: This creature gets +1/+0 until end of turn.",{4}{R}{R},Creature — Dragon,uncommon,5082,0.519,FDN
Slagstorm,"Choose one —
• Slagstorm deals 3 damage to each creature.
• Slagstorm deals 3 damage to each player.",{1}{R}{R},Sorcery,rare,1070,0.547,FDN
Spitfire Lagac,"Landfall — Whenever a land you control enters, this creature deals 1 damage to each opponent.",{3}{R},Creature — Lizard,common,3394,0.499,FDN
Sure Strike,Target creature gets +3/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.),{1}{R},Instant,common,10279,0.537,FDN
Thrill of Possibility,"As an additional cost to cast this spell, discard a card.
Draw two cards.",{1}{R},Instant,common,13694,0.524,FDN
Affectionate Indrik,"When this creature enters, you may have it fight target creature you don't control. (Each deals damage equal to its power to the other.)",{5}{G},Creature — Beast,uncommon,10551,0.582,FDN
Bite Down,Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.,{1}{G},Instant,common,36109,0.588,FDN
Blanchwood Armor,"Enchant creature
Enchanted creature gets +1/+1 for each Forest you control.",{2}{G},Enchantment — Aura,uncommon,2937,0.547,FDN
Broken Wings,"Destroy target artifact, enchantment, or creature with flying.",{2}{G},Instant,common,7192,0.513,FDN
Bushwhack,"Choose one —
• Search your library for a basic land card, reveal it, put it into your hand, then shuffle.
• Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.)",{G},Sorcery,common,37362,0.556,FDN
Doubling Season,"If an effect would create one or more tokens under your control, it creates twice that many of those tokens instead.
If an effect would put one or more counters on a permanent you control, it puts twice that many of those counters on that permanent instead.",{4}{G},Enchantment,mythic,659,0.413,FDN
"Dwynen, Gilt-Leaf Daen","Reach (This creature can block creatures with flying.)
Other Elf creatures you control get +1/+1.
Whenever Dwynen attacks, you gain 1 life for each attacking Elf you control.",{2}{G}{G},Legendary Creature — Elf Warrior,uncommon,8477,0.551,FDN
Dwynen's Elite,"When this creature enters, if you control another Elf, create a 1/1 green Elf Warrior creature token.",{1}{G},Creature — Elf Warrior,common,21959,0.559,FDN
Elvish Archdruid,"Other Elf creatures you control get +1/+1.
{T}: Add {G} for each Elf you control.",{1}{G}{G},Creature — Elf Druid,rare,2723,0.582,FDN
Garruk's Uprising,"When this enchantment enters, if you control a creature with power 4 or greater, draw a card.
Creatures you control have trample. (Each of those creatures can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever a creature you control with power 4 or greater enters, draw a card.",{2}{G},Enchantment,uncommon,9015,0.543,FDN
Genesis Wave,Reveal the top X cards of your library. You may put any number of permanent cards with mana value X or less from among them onto the battlefield. Then put all cards revealed this way that weren't put onto the battlefield into your graveyard.,{X}{G}{G}{G},Sorcery,rare,769,0.551,FDN
"Ghalta, Primal Hunger","This spell costs {X} less to cast, where X is the total power of creatures you control.
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)",{10}{G}{G},Legendary Creature — Elder Dinosaur,rare,3962,0.574,FDN
Giant Growth,Target creature gets +3/+3 until end of turn.,{G},Instant,common,22756,0.563,FDN
Gnarlid Colony,"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
If this creature was kicked, it enters with two +1/+1 counters on it.
Each creature you control with a +1/+1 counter on it has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)",{1}{G},Creature — Beast,common,34533,0.56,FDN
Grow from the Ashes,"Kicker {2} (You may pay an additional {2} as you cast this spell.)
Search your library for a basic land card, put it onto the battlefield, then shuffle. If this spell was kicked, instead search your library for two basic land cards, put them onto the battlefield, then shuffle.",{2}{G},Sorcery,common,11548,0.49,FDN
Inspiring Call,"Draw a card for each creature you control with a +1/+1 counter on it. Those creatures gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",{2}{G},Instant,uncommon,2586,0.5,FDN
Llanowar Elves,{T}: Add {G}.,{G},Creature — Elf Druid,common,34163,0.592,FDN
Mild-Mannered Librarian,{3}{G}: This creature becomes a Werewolf. Put two +1/+1 counters on it and you draw a card. Activate only once.,{G},Creature — Human,uncommon,13207,0.586,FDN
Nessian Hornbeetle,"At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on this creature.",{1}{G},Creature — Insect,uncommon,14523,0.6,FDN
Overrun,Creatures you control get +3/+3 and gain trample until end of turn. (Each of those creatures can deal excess combat damage to the player or planeswalker it's attacking.),{2}{G}{G}{G},Sorcery,uncommon,8881,0.577,FDN
Reclamation Sage,"When this creature enters, you may destroy target artifact or enchantment.",{2}{G},Creature — Elf Shaman,uncommon,8823,0.514,FDN
Scavenging Ooze,"{G}: Exile target card from a graveyard. If it was a creature card, put a +1/+1 counter on this creature and you gain 1 life.",{1}{G},Creature — Ooze,rare,4755,0.635,FDN
Snakeskin Veil,Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),{G},Instant,uncommon,13024,0.562,FDN
Vivien Reid,"[+1]: Look at the top four cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
[−3]: Destroy target artifact, enchantment, or creature with flying.
[−8]: You get an emblem with ""Creatures you control get +2/+2 and have vigilance, trample, and indestructible.""",{3}{G}{G},Legendary Planeswalker — Vivien,mythic,2811,0.635,FDN
Wary Thespian,"When this creature enters or dies, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",{1}{G},Creature — Cat Druid,common,41887,0.579,FDN
Wildwood Scourge,"This creature enters with X +1/+1 counters on it.
Whenever one or more +1/+1 counters are put on another non-Hydra creature you control, put a +1/+1 counter on this creature.",{X}{G},Creature — Hydra,uncommon,10479,0.541,FDN
"Balmor, Battlemage Captain","Flying
Whenever you cast an instant or sorcery spell, creatures you control get +1/+0 and gain trample until end of turn.",{U}{R},Legendary Creature — Bird Wizard,uncommon,10701,0.572,FDN
Consuming Aberration,"Consuming Aberration's power and toughness are each equal to the number of cards in your opponents' graveyards.
Whenever you cast a spell, each opponent reveals cards from the top of their library until they reveal a land card, then puts those cards into their graveyard.",{3}{U}{B},Creature — Horror,rare,4196,0.551,FDN
Empyrean Eagle,"Flying
Other creatures you control with flying get +1/+1.",{1}{W}{U},Creature — Bird Spirit,uncommon,14332,0.612,FDN
Good-Fortune Unicorn,"Whenever another creature you control enters, put a +1/+1 counter on that creature.",{1}{G}{W},Creature — Unicorn,uncommon,6906,0.534,FDN
Heroic Reinforcements,"Create two 1/1 white Soldier creature tokens. Until end of turn, creatures you control get +1/+1 and gain haste. (They can attack and {T} this turn.)",{2}{R}{W},Sorcery,uncommon,4588,0.554,FDN
"Lathril, Blade of the Elves","Menace (This creature can't be blocked except by two or more creatures.)
Whenever Lathril deals combat damage to a player, create that many 1/1 green Elf Warrior creature tokens.
{T}, Tap ten untapped Elves you control: Each opponent loses 10 life and you gain 10 life.",{2}{B}{G},Legendary Creature — Elf Noble,rare,2991,0.513,FDN
"Muldrotha, the Gravetide","During each of your turns, you may play a land and cast a permanent spell of each permanent type from your graveyard. (If a card has multiple permanent types, choose one as you play it.)",{3}{B}{G}{U},Legendary Creature — Elemental Avatar,mythic,2029,0.554,FDN
"Ruby, Daring Tracker","Haste (This creature can attack and {T} as soon as it comes under your control.)
Whenever Ruby attacks while you control a creature with power 4 or greater, Ruby gets +2/+2 until end of turn.
{T}: Add {R} or {G}.",{R}{G},Legendary Creature — Human Scout,uncommon,8167,0.589,FDN
Swiftblade Vindicator,"Double strike (This creature deals both first-strike and regular combat damage.)
Vigilance (Attacking doesn't cause this creature to tap.)
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)",{R}{W},Creature — Human Soldier,rare,823,0.522,FDN
"Tatyova, Benthic Druid","Landfall — Whenever a land you control enters, you gain 1 life and draw a card.",{3}{G}{U},Legendary Creature — Merfolk Druid,uncommon,11428,0.547,FDN
Adventuring Gear,"Landfall — Whenever a land you control enters, equipped creature gets +2/+2 until end of turn.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",{1},Artifact — Equipment,uncommon,1518,0.457,FDN
Burnished Hart,"{3}, Sacrifice this creature: Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",{3},Artifact Creature — Elk,uncommon,9156,0.489,FDN
Campus Guide,"When this creature enters, you may search your library for a basic land card, reveal it, then shuffle and put that card on top.",{2},Artifact Creature — Golem,common,21872,0.532,FDN
